#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
e_linguine_empire;Linguine Empire;Linguine Empire;Linguine Empire;;Linguine Empire;;;;;;;;;x
e_linguine_empire_adj;Linguine Empirean;;Linguine Empirer;;;;;;;;;;;x
e_mushroom_empire;Mushroom Empire;Mushroom Empire;Mushroom Empire;;Mushroom Empire;;;;;;;;;x
e_mushroom_empire_adj;Mushroom Empirean;;Mushroom Empirer;;;;;;;;;;;x
e_mushroom_ring;Mushroom Ring;Mushroom Ring;Mushroom Ring;;Mushroom Ring;;;;;;;;;x
e_mushroom_ring_adj;Mushroom Ringian;;Mushroom Ringer;;;;;;;;;;;x
e_rare_country;Rare Country;Rare Country;Rare Country;;Rare Country;;;;;;;;;x
e_rare_country_adj;Rare Countrian;;Rare Countrer;;;;;;;;;;;x
e_sarasaland;Sarasaland;Sarasaland;Sarasaland;;Sarasaland;;;;;;;;;x
e_sarasaland_adj;Sarasalandian;;sarasalander;;;;;;;;;;;x
e_sprixieland;Sprixieland;Sprixieland;Sprixieland;;Sprixieland;;;;;;;;;x
e_sprixieland_adj;Sprixielandian;;sprixielander;;;;;;;;;;;x
e_the_eight_nations;The Eight Nations;The Eight Nations;The Eight Nations;;The Eight Nations;;;;;;;;;x
e_the_eight_nations_adj;The Eight Nationsian;;The Eight Nationser;;;;;;;;;;;x
e_the_great_sand_sea;The Great Sand Sea;The Great Sand Sea;The Great Sand Sea;;The Great Sand Sea;;;;;;;;;x
e_the_great_sand_sea_adj;The Great Sand Sean;;The Great Sand Ser;;;;;;;;;;;x
e_the_sun;The Sun;The Sun;The Sun;;The Sun;;;;;;;;;x
e_the_sun_adj;The Sunian;;The Suner;;;;;;;;;;;x
e_umbrosa;Umbrosa;Umbrosa;Umbrosa;;Umbrosa;;;;;;;;;x
e_umbrosa_adj;Umbrosan;;umbroser;;;;;;;;;;;x
e_yoshi_world;Yoshi World;Yoshi World;Yoshi World;;Yoshi World;;;;;;;;;x
e_yoshi_world_adj;Yoshi Worldian;;Yoshi Worlder;;;;;;;;;;;x
