#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_acorn_plains;Acorn Plains;Acorn Plains;Acorn Plains;;Acorn Plains;;;;;;;;;x
b_acorn_plains_adj;Acorn Plainsian;;Acorn Plainser;;;;;;;;;;;x
b_acorn_plains_2;Acorn Plains;Acorn Plains;Acorn Plains;;Acorn Plains;;;;;;;;;x
b_acorn_plains_2_adj;Acorn Plainsian;;Acorn Plainser;;;;;;;;;;;x
b_acorn_plains_3;Acorn Plains;Acorn Plains;Acorn Plains;;Acorn Plains;;;;;;;;;x
b_acorn_plains_3_adj;Acorn Plainsian;;Acorn Plainser;;;;;;;;;;;x
b_acorn_plains_4;Acorn Plains;Acorn Plains;Acorn Plains;;Acorn Plains;;;;;;;;;x
b_acorn_plains_4_adj;Acorn Plainsian;;Acorn Plainser;;;;;;;;;;;x
b_acorn_plains_5;Acorn Plains;Acorn Plains;Acorn Plains;;Acorn Plains;;;;;;;;;x
b_acorn_plains_5_adj;Acorn Plainsian;;Acorn Plainser;;;;;;;;;;;x
b_acorn_plains_6;Acorn Plains;Acorn Plains;Acorn Plains;;Acorn Plains;;;;;;;;;x
b_acorn_plains_6_adj;Acorn Plainsian;;Acorn Plainser;;;;;;;;;;;x
b_acorn_plains_7;Acorn Plains;Acorn Plains;Acorn Plains;;Acorn Plains;;;;;;;;;x
b_acorn_plains_7_adj;Acorn Plainsian;;Acorn Plainser;;;;;;;;;;;x
b_aerie_fortress;Aerie Fortress;Aerie Fortress;Aerie Fortress;;Aerie Fortress;;;;;;;;;x
b_aerie_fortress_adj;Aerie Fortressian;;Aerie Fortresser;;;;;;;;;;;x
b_aerie_fortress_2;Aerie Fortress;Aerie Fortress;Aerie Fortress;;Aerie Fortress;;;;;;;;;x
b_aerie_fortress_2_adj;Aerie Fortressian;;Aerie Fortresser;;;;;;;;;;;x
b_aerie_fortress_3;Aerie Fortress;Aerie Fortress;Aerie Fortress;;Aerie Fortress;;;;;;;;;x
b_aerie_fortress_3_adj;Aerie Fortressian;;Aerie Fortresser;;;;;;;;;;;x
b_aerie_fortress_4;Aerie Fortress;Aerie Fortress;Aerie Fortress;;Aerie Fortress;;;;;;;;;x
b_aerie_fortress_4_adj;Aerie Fortressian;;Aerie Fortresser;;;;;;;;;;;x
b_aerie_fortress_5;Aerie Fortress;Aerie Fortress;Aerie Fortress;;Aerie Fortress;;;;;;;;;x
b_aerie_fortress_5_adj;Aerie Fortressian;;Aerie Fortresser;;;;;;;;;;;x
b_aerie_fortress_6;Aerie Fortress;Aerie Fortress;Aerie Fortress;;Aerie Fortress;;;;;;;;;x
b_aerie_fortress_6_adj;Aerie Fortressian;;Aerie Fortresser;;;;;;;;;;;x
b_aerie_fortress_7;Aerie Fortress;Aerie Fortress;Aerie Fortress;;Aerie Fortress;;;;;;;;;x
b_aerie_fortress_7_adj;Aerie Fortressian;;Aerie Fortresser;;;;;;;;;;;x
b_airstrip_straights;Airstrip Straights;Airstrip Straights;Airstrip Straights;;Airstrip Straights;;;;;;;;;x
b_airstrip_straights_adj;Airstrip Straightsian;;Airstrip Straightser;;;;;;;;;;;x
b_airstrip_straights_2;Airstrip Straights;Airstrip Straights;Airstrip Straights;;Airstrip Straights;;;;;;;;;x
b_airstrip_straights_2_adj;Airstrip Straightsian;;Airstrip Straightser;;;;;;;;;;;x
b_airstrip_straights_3;Airstrip Straights;Airstrip Straights;Airstrip Straights;;Airstrip Straights;;;;;;;;;x
b_airstrip_straights_3_adj;Airstrip Straightsian;;Airstrip Straightser;;;;;;;;;;;x
b_airstrip_straights_4;Airstrip Straights;Airstrip Straights;Airstrip Straights;;Airstrip Straights;;;;;;;;;x
b_airstrip_straights_4_adj;Airstrip Straightsian;;Airstrip Straightser;;;;;;;;;;;x
b_airstrip_straights_5;Airstrip Straights;Airstrip Straights;Airstrip Straights;;Airstrip Straights;;;;;;;;;x
b_airstrip_straights_5_adj;Airstrip Straightsian;;Airstrip Straightser;;;;;;;;;;;x
b_airstrip_straights_6;Airstrip Straights;Airstrip Straights;Airstrip Straights;;Airstrip Straights;;;;;;;;;x
b_airstrip_straights_6_adj;Airstrip Straightsian;;Airstrip Straightser;;;;;;;;;;;x
b_airstrip_straights_7;Airstrip Straights;Airstrip Straights;Airstrip Straights;;Airstrip Straights;;;;;;;;;x
b_airstrip_straights_7_adj;Airstrip Straightsian;;Airstrip Straightser;;;;;;;;;;;x
b_alpine_peak;Alpine Peak;Alpine Peak;Alpine Peak;;Alpine Peak;;;;;;;;;x
b_alpine_peak_adj;Alpine Peakian;;Alpine Peaker;;;;;;;;;;;x
b_alpine_peak_2;Alpine Peak;Alpine Peak;Alpine Peak;;Alpine Peak;;;;;;;;;x
b_alpine_peak_2_adj;Alpine Peakian;;Alpine Peaker;;;;;;;;;;;x
b_alpine_peak_3;Alpine Peak;Alpine Peak;Alpine Peak;;Alpine Peak;;;;;;;;;x
b_alpine_peak_3_adj;Alpine Peakian;;Alpine Peaker;;;;;;;;;;;x
b_alpine_peak_4;Alpine Peak;Alpine Peak;Alpine Peak;;Alpine Peak;;;;;;;;;x
b_alpine_peak_4_adj;Alpine Peakian;;Alpine Peaker;;;;;;;;;;;x
b_alpine_peak_5;Alpine Peak;Alpine Peak;Alpine Peak;;Alpine Peak;;;;;;;;;x
b_alpine_peak_5_adj;Alpine Peakian;;Alpine Peaker;;;;;;;;;;;x
b_alpine_peak_6;Alpine Peak;Alpine Peak;Alpine Peak;;Alpine Peak;;;;;;;;;x
b_alpine_peak_6_adj;Alpine Peakian;;Alpine Peaker;;;;;;;;;;;x
b_alpine_peak_7;Alpine Peak;Alpine Peak;Alpine Peak;;Alpine Peak;;;;;;;;;x
b_alpine_peak_7_adj;Alpine Peakian;;Alpine Peaker;;;;;;;;;;;x
b_ancient_foundry;Ancient Foundry;Ancient Foundry;Ancient Foundry;;Ancient Foundry;;;;;;;;;x
b_ancient_foundry_adj;Ancient Foundrian;;Ancient Foundrer;;;;;;;;;;;x
b_ancient_foundry_2;Ancient Foundry;Ancient Foundry;Ancient Foundry;;Ancient Foundry;;;;;;;;;x
b_ancient_foundry_2_adj;Ancient Foundrian;;Ancient Foundrer;;;;;;;;;;;x
b_ancient_foundry_3;Ancient Foundry;Ancient Foundry;Ancient Foundry;;Ancient Foundry;;;;;;;;;x
b_ancient_foundry_3_adj;Ancient Foundrian;;Ancient Foundrer;;;;;;;;;;;x
b_ancient_foundry_4;Ancient Foundry;Ancient Foundry;Ancient Foundry;;Ancient Foundry;;;;;;;;;x
b_ancient_foundry_4_adj;Ancient Foundrian;;Ancient Foundrer;;;;;;;;;;;x
b_ancient_foundry_5;Ancient Foundry;Ancient Foundry;Ancient Foundry;;Ancient Foundry;;;;;;;;;x
b_ancient_foundry_5_adj;Ancient Foundrian;;Ancient Foundrer;;;;;;;;;;;x
b_ancient_foundry_6;Ancient Foundry;Ancient Foundry;Ancient Foundry;;Ancient Foundry;;;;;;;;;x
b_ancient_foundry_6_adj;Ancient Foundrian;;Ancient Foundrer;;;;;;;;;;;x
b_ancient_foundry_7;Ancient Foundry;Ancient Foundry;Ancient Foundry;;Ancient Foundry;;;;;;;;;x
b_ancient_foundry_7_adj;Ancient Foundrian;;Ancient Foundrer;;;;;;;;;;;x
b_angelfish_bay;Angelfish Bay;Angelfish Bay;Angelfish Bay;;Angelfish Bay;;;;;;;;;x
b_angelfish_bay_adj;Angelfish Baian;;Angelfish Baer;;;;;;;;;;;x
b_angelfish_bay_2;Angelfish Bay;Angelfish Bay;Angelfish Bay;;Angelfish Bay;;;;;;;;;x
b_angelfish_bay_2_adj;Angelfish Baian;;Angelfish Baer;;;;;;;;;;;x
b_angelfish_bay_3;Angelfish Bay;Angelfish Bay;Angelfish Bay;;Angelfish Bay;;;;;;;;;x
b_angelfish_bay_3_adj;Angelfish Baian;;Angelfish Baer;;;;;;;;;;;x
b_angelfish_bay_4;Angelfish Bay;Angelfish Bay;Angelfish Bay;;Angelfish Bay;;;;;;;;;x
b_angelfish_bay_4_adj;Angelfish Baian;;Angelfish Baer;;;;;;;;;;;x
b_angelfish_bay_5;Angelfish Bay;Angelfish Bay;Angelfish Bay;;Angelfish Bay;;;;;;;;;x
b_angelfish_bay_5_adj;Angelfish Baian;;Angelfish Baer;;;;;;;;;;;x
